;index;Кредит (актив);Вклад (пассив);Дата погашения;Срок погашения, дней;Ставка, %;[ОТВЕТ] Номер группы;Пример группировки (для первых 20 сделок)
1772;1684;0.0;12800000.0;11.06.2018;81;2.0714;8;
1773;2100;0.0;51500000.0;11.06.2018;81;2.0714;8;
1774;431;10300000.0;0.0;11.06.2018;81;2.0714;8;
1775;2169;10400000.0;0.0;11.06.2018;81;2.0714;8;
1776;1;100000000.0;0.0;11.06.2018;81;2.0714;8;1.0
1777;3;0.0;5000000.0;11.06.2018;81;2.0714;8;1.0
1778;739;11000000.0;0.0;12.06.2018;82;2.0714;8;
1779;666;0.0;10300000.0;12.06.2018;82;2.0714;8;
1780;631;11000000.0;0.0;11.06.2018;81;2.0714;8;
1781;645;10300000.0;0.0;11.06.2018;81;2.0714;8;
1782;601;10000000.0;0.0;12.06.2018;82;2.0714;8;
1783;1870;0.0;20800000.0;12.06.2018;82;2.0714;8;
1784;602;0.0;230000000.0;12.06.2018;82;2.0714;8;
1785;1571;0.0;104400000.0;11.06.2018;81;2.0714;8;
1786;1869;0.0;12500000.0;11.06.2018;81;2.0714;8;
1787;276;32800000.0;0.0;12.06.2018;82;2.0714;8;
1788;174;11000000.0;0.0;11.06.2018;81;2.0714;8;
1789;1757;55300000.0;0.0;11.06.2018;81;2.0714;8;
1790;1759;20900000.0;0.0;11.06.2018;81;2.0714;8;
1791;173;11000000.0;0.0;11.06.2018;81;2.0714;8;
1792;1758;55200000.0;0.0;11.06.2018;81;2.0714;8;
1793;841;1000000.0;0.0;11.06.2018;81;2.0714;8;
1794;1900;12800000.0;0.0;11.06.2018;81;2.0714;8;
1795;1899;10300000.0;0.0;11.06.2018;81;2.0714;8;
1796;1505;0.0;27100000.0;12.06.2018;82;2.0714;8;
1797;1901;0.0;12800000.0;12.06.2018;82;2.0714;8;
1798;915;15000000.0;0.0;12.06.2018;82;2.0714;8;
1799;916;20000000.0;0.0;12.06.2018;82;2.0714;8;
1800;869;0.0;17000000.0;12.06.2018;82;2.0714;8;
1801;879;20000000.0;0.0;11.06.2018;81;2.0714;8;
1802;1924;10300000.0;0.0;12.06.2018;82;2.0714;8;
1803;917;25000000.0;0.0;12.06.2018;82;2.0714;8;
1804;1465;0.0;24900000.0;11.06.2018;81;2.0714;8;
1805;1466;10400000.0;0.0;12.06.2018;82;2.0714;8;
1806;1429;15000000.0;0.0;12.06.2018;82;2.0714;8;
1807;843;11000000.0;0.0;12.06.2018;82;2.0714;8;
1808;224;17750000.0;0.0;11.06.2018;81;2.0714;8;
1809;791;20600000.0;0.0;11.06.2018;81;2.0714;8;
1810;125;0.0;50000000.0;11.06.2018;81;2.0714;8;
1811;124;10400000.0;0.0;11.06.2018;81;2.0714;8;
1812;1003;50000000.0;0.0;12.06.2018;82;2.0714;8;
1813;1434;10300000.0;0.0;11.06.2018;81;2.0714;8;
1814;1148;11000000.0;0.0;12.06.2018;82;2.0714;8;
1815;1159;17000000.0;0.0;12.06.2018;82;2.0714;8;
1816;1147;0.0;5500000.0;12.06.2018;82;2.0714;8;
1817;1435;20600000.0;0.0;11.06.2018;81;2.0714;8;
1818;1396;11000000.0;0.0;11.06.2018;81;2.0714;8;
1819;1397;0.0;12000000.0;11.06.2018;81;2.0714;8;
1820;1201;0.0;100000000.0;11.06.2018;81;2.0714;8;
1821;1202;0.0;50000000.0;12.06.2018;82;2.0714;8;
1822;1214;27000000.0;0.0;12.06.2018;82;2.0714;8;
1823;1945;10300000.0;0.0;11.06.2018;81;2.0714;8;
1824;1177;17000000.0;0.0;11.06.2018;81;2.0714;8;
1825;1178;0.0;5500000.0;12.06.2018;82;2.0714;8;
1826;1800;0.0;103000000.0;11.06.2018;81;2.0714;8;
1827;46;0.0;54100000.0;11.06.2018;81;2.0714;8;
1828;1955;0.0;15000000.0;11.06.2018;81;2.0714;8;
1829;1291;0.0;20000000.0;12.06.2018;82;2.0714;8;
1830;2174;0.0;47300000.0;13.06.2018;83;2.0888;8;
1831;2173;0.0;121500000.0;13.06.2018;83;2.0888;8;
1832;2172;29300000.0;0.0;13.06.2018;83;2.0888;8;
1833;2171;0.0;46500000.0;13.06.2018;83;2.0888;8;
1834;1762;126000000.0;0.0;13.06.2018;83;2.0888;8;
1835;1761;50000000.0;0.0;13.06.2018;83;2.0888;8;
1836;1760;1400000.0;0.0;13.06.2018;83;2.0888;8;
1837;245;0.0;20000000.0;13.06.2018;83;2.0888;8;
1838;2127;31100000.0;0.0;13.06.2018;83;2.0888;8;
1839;225;0.0;11000000.0;13.06.2018;83;2.0888;8;
1840;397;10300000.0;0.0;13.06.2018;83;2.0888;8;
1841;408;0.0;250000000.0;13.06.2018;83;2.0888;8;
1842;407;25000000.0;0.0;13.06.2018;83;2.0888;8;
1843;2095;8000000.0;0.0;13.06.2018;83;2.0888;8;
1844;406;0.0;33600000.0;13.06.2018;83;2.0888;8;
1845;405;10500000.0;0.0;13.06.2018;83;2.0888;8;
1846;398;10300000.0;0.0;13.06.2018;83;2.0888;8;
1847;434;0.0;20700000.0;13.06.2018;83;2.0888;8;
1848;433;52000000.0;0.0;13.06.2018;83;2.0888;8;
1849;604;0.0;115000000.0;13.06.2018;83;2.0888;8;
1850;603;0.0;20000000.0;13.06.2018;83;2.0888;8;
1851;667;10300000.0;0.0;13.06.2018;83;2.0888;8;
1852;844;11000000.0;0.0;13.06.2018;83;2.0888;8;
1853;668;0.0;27500000.0;13.06.2018;83;2.0888;8;
1854;920;20700000.0;0.0;13.06.2018;83;2.0888;8;
1855;919;0.0;10000000.0;13.06.2018;83;2.0888;8;
1856;918;31100000.0;0.0;13.06.2018;83;2.0888;8;
1857;1004;25000000.0;0.0;13.06.2018;83;2.0888;8;
1858;1189;0.0;17000000.0;13.06.2018;83;2.0888;8;
1859;1172;51000000.0;0.0;13.06.2018;83;2.0888;8;
1860;1166;11000000.0;0.0;13.06.2018;83;2.0888;8;
1861;1254;21300000.0;0.0;13.06.2018;83;2.0888;8;
1862;1398;0.0;250000000.0;13.06.2018;83;2.0888;8;
1863;1273;20000000.0;0.0;13.06.2018;83;2.0888;8;
1864;1468;7700000.0;0.0;13.06.2018;83;2.0888;8;
1865;1506;4200000.0;0.0;13.06.2018;83;2.0888;8;
1866;1902;0.0;20600000.0;13.06.2018;83;2.0888;8;
1867;1878;10000000.0;0.0;13.06.2018;83;2.0888;8;
1868;1877;10400000.0;0.0;13.06.2018;83;2.0888;8;
1869;1871;55000000.0;0.0;13.06.2018;83;2.0888;8;
1870;1879;0.0;52250000.0;13.06.2018;83;2.0888;8;
1871;1574;10000000.0;0.0;13.06.2018;83;2.0888;8;
1872;1573;0.0;10500000.0;13.06.2018;83;2.0888;8;
1873;1572;18800000.0;0.0;13.06.2018;83;2.0888;8;
1874;2170;3500000.0;0.0;13.06.2018;83;2.0888;8;
1875;6;0.0;8200000.0;14.06.2018;84;2.1069;8;1.0
1876;47;0.0;103100000.0;14.06.2018;84;2.1069;8;
1877;152;27000000.0;0.0;14.06.2018;84;2.1069;8;
1878;5;6100000.0;0.0;14.06.2018;84;2.1069;8;1.0
1879;1576;0.0;10000000.0;14.06.2018;84;2.1069;8;
1880;1575;0.0;16700000.0;14.06.2018;84;2.1069;8;
1881;1880;0.0;10500000.0;14.06.2018;84;2.1069;8;
1882;1577;0.0;10000000.0;14.06.2018;84;2.1069;8;
1883;2128;12400000.0;0.0;14.06.2018;84;2.1069;8;
1884;2129;0.0;18000000.0;14.06.2018;84;2.1069;8;
1885;2130;109400000.0;0.0;14.06.2018;84;2.1069;8;
1886;1450;10300000.0;0.0;14.06.2018;84;2.1069;8;
1887;410;0.0;10500000.0;14.06.2018;84;2.1069;8;
1888;1614;0.0;14400000.0;14.06.2018;84;2.1069;8;
1889;1892;0.0;15000000.0;14.06.2018;84;2.1069;8;
1890;1881;0.0;12600000.0;14.06.2018;84;2.1069;8;
1891;1511;0.0;5100000.0;14.06.2018;84;2.1069;8;
1892;1512;6100000.0;0.0;14.06.2018;84;2.1069;8;
1893;409;20900000.0;0.0;14.06.2018;84;2.1069;8;
1894;411;0.0;10000000.0;14.06.2018;84;2.1069;8;
1895;314;158000000.0;0.0;14.06.2018;84;2.1069;8;
1896;923;0.0;151200000.0;14.06.2018;84;2.1069;8;
1897;1294;0.0;12400000.0;14.06.2018;84;2.1069;8;
1898;1293;0.0;41500000.0;14.06.2018;84;2.1069;8;
1899;461;10300000.0;0.0;14.06.2018;84;2.1069;8;
1900;955;0.0;12200000.0;14.06.2018;84;2.1069;8;
1901;845;0.0;83200000.0;14.06.2018;84;2.1069;8;
1902;851;21500000.0;0.0;14.06.2018;84;2.1069;8;
1903;921;0.0;41500000.0;14.06.2018;84;2.1069;8;
1904;412;20000000.0;0.0;14.06.2018;84;2.1069;8;
1905;413;350000000.0;0.0;14.06.2018;84;2.1069;8;
1906;605;0.0;41500000.0;14.06.2018;84;2.1069;8;
1907;1764;10000000.0;0.0;14.06.2018;84;2.1069;8;
1908;1763;10000000.0;0.0;14.06.2018;84;2.1069;8;
1909;1667;10200000.0;0.0;14.06.2018;84;2.1069;8;
1910;1643;140000000.0;0.0;14.06.2018;84;2.1069;8;
1911;1634;8200000.0;0.0;14.06.2018;84;2.1069;8;
1912;1668;0.0;6100000.0;14.06.2018;84;2.1069;8;
1913;1629;12400000.0;0.0;14.06.2018;84;2.1069;8;
1914;922;0.0;41500000.0;14.06.2018;84;2.1069;8;
1915;1998;54200000.0;0.0;14.06.2018;84;2.1069;8;
1916;316;11000000.0;0.0;15.06.2018;85;2.1245;8;
1917;1255;0.0;204700000.0;15.06.2018;85;2.1245;8;
1918;956;10200000.0;0.0;15.06.2018;85;2.1245;8;
1919;1642;65000000.0;0.0;15.06.2018;85;2.1245;8;
1920;774;12300000.0;0.0;15.06.2018;85;2.1245;8;
1921;632;10300000.0;0.0;15.06.2018;85;2.1245;8;
1922;805;0.0;22400000.0;15.06.2018;85;2.1245;8;
1923;1341;106500000.0;0.0;15.06.2018;85;2.1245;8;
1924;1925;0.0;10400000.0;15.06.2018;85;2.1245;8;
1925;497;10400000.0;0.0;15.06.2018;85;2.1245;8;
1926;1973;102400000.0;0.0;15.06.2018;85;2.1245;8;
1927;924;82900000.0;0.0;15.06.2018;85;2.1245;8;
1928;1123;20900000.0;0.0;15.06.2018;85;2.1245;8;
1929;1956;60700000.0;0.0;15.06.2018;85;2.1245;8;
1930;1225;18400000.0;0.0;15.06.2018;85;2.1245;8;
1931;1451;0.0;10300000.0;15.06.2018;85;2.1245;8;
1932;375;10900000.0;0.0;15.06.2018;85;2.1245;8;
1933;277;100000000.0;0.0;15.06.2018;85;2.1245;8;
1934;1295;0.0;102700000.0;15.06.2018;85;2.1245;8;
1935;1791;0.0;20400000.0;15.06.2018;85;2.1245;8;
1936;315;0.0;42100000.0;15.06.2018;85;2.1245;8;
1937;1882;0.0;20900000.0;15.06.2018;85;2.1245;8;
1938;1883;27700000.0;0.0;15.06.2018;85;2.1245;8;
1939;846;0.0;11000000.0;15.06.2018;85;2.1245;8;
1940;608;0.0;14500000.0;15.06.2018;85;2.1245;8;
1941;536;0.0;56600000.0;15.06.2018;85;2.1245;8;
1942;609;31100000.0;0.0;15.06.2018;85;2.1245;8;
1943;537;45200000.0;0.0;15.06.2018;85;2.1245;8;
1944;544;0.0;53200000.0;15.06.2018;85;2.1245;8;
1945;606;0.0;12400000.0;15.06.2018;85;2.1245;8;
1946;607;0.0;12000000.0;15.06.2018;85;2.1245;8;
1947;647;0.0;10400000.0;15.06.2018;85;2.1245;8;
1948;646;0.0;10400000.0;15.06.2018;85;2.1245;8;
1949;1635;0.0;12300000.0;15.06.2018;85;2.1245;8;
1950;1669;12300000.0;0.0;15.06.2018;85;2.1245;8;
1951;176;0.0;10000000.0;15.06.2018;85;2.1245;8;
1952;1766;0.0;20900000.0;15.06.2018;85;2.1245;8;
1953;1765;0.0;10000000.0;15.06.2018;85;2.1245;8;
1954;1691;0.0;72100000.0;15.06.2018;85;2.1245;8;
1955;1767;20900000.0;0.0;15.06.2018;85;2.1245;8;
1956;175;0.0;1000000.0;15.06.2018;85;2.1245;8;
1957;1826;0.0;50000000.0;15.06.2018;85;2.1245;8;
1958;1690;0.0;55000000.0;15.06.2018;85;2.1245;8;
1959;1224;70000000.0;0.0;15.06.2018;85;2.1266;8;
1960;1827;0.0;70000000.0;15.06.2018;85;2.1266;8;
1961;1305;31411.22;0.0;16.05.2018;55;2.136;8;
1962;741;0.0;10400000.0;18.06.2018;88;2.145;9;
1963;1771;200000000.0;0.0;18.06.2018;88;2.145;9;
1964;857;0.0;10000000.0;18.06.2018;88;2.145;9;
1965;740;0.0;11000000.0;18.06.2018;88;2.145;9;
1966;1636;0.0;10300000.0;18.06.2018;88;2.145;9;
1967;1630;12400000.0;0.0;18.06.2018;88;2.145;9;
1968;1615;0.0;10300000.0;18.06.2018;88;2.145;9;
1969;1670;0.0;8200000.0;18.06.2018;88;2.145;9;
1970;1769;10000000.0;0.0;18.06.2018;88;2.145;9;
1971;1298;0.0;100000000.0;18.06.2018;88;2.145;9;
1972;1297;0.0;109200000.0;18.06.2018;88;2.145;9;
1973;1226;0.0;6100000.0;18.06.2018;88;2.145;9;
1974;2096;0.0;41600000.0;18.06.2018;88;2.145;9;
1975;1296;0.0;12800000.0;18.06.2018;88;2.145;9;
1976;1124;0.0;1250000.0;18.06.2018;88;2.145;9;
1977;538;0.0;21300000.0;18.06.2018;88;2.145;9;
1978;1999;54100000.0;0.0;18.06.2018;88;2.145;9;
1979;670;5400000.0;0.0;18.06.2018;88;2.145;9;
1980;896;0.0;36000000.0;18.06.2018;88;2.145;9;
1981;611;8300000.0;0.0;18.06.2018;88;2.145;9;
1982;435;0.0;10300000.0;18.06.2018;88;2.145;9;
1983;1770;0.0;30000000.0;18.06.2018;88;2.145;9;
1984;1768;12000000.0;0.0;18.06.2018;88;2.145;9;
1985;1149;0.0;11100000.0;18.06.2018;88;2.145;9;
1986;1009;30000000.0;0.0;18.06.2018;88;2.145;9;
1987;253;50000000.0;0.0;18.06.2018;88;2.145;9;
1988;2111;0.0;103000000.0;18.06.2018;88;2.145;9;
1989;263;0.0;17500000.0;18.06.2018;88;2.145;9;
1990;1903;0.0;10400000.0;18.06.2018;88;2.145;9;
1991;1886;0.0;12000000.0;18.06.2018;88;2.145;9;
1992;1580;31400000.0;0.0;18.06.2018;88;2.145;9;
1993;1884;12000000.0;0.0;18.06.2018;88;2.145;9;
1994;1885;0.0;16600000.0;18.06.2018;88;2.145;9;
1995;1578;0.0;8000000.0;18.06.2018;88;2.145;9;
1996;925;10400000.0;0.0;18.06.2018;88;2.145;9;
1997;957;61200000.0;0.0;18.06.2018;88;2.145;9;
1998;226;0.0;6000000.0;18.06.2018;88;2.145;9;
1999;2131;31200000.0;0.0;18.06.2018;88;2.145;9;
2000;1829;40800000.0;0.0;18.06.2018;88;2.145;9;
2001;1828;0.0;14300000.0;18.06.2018;88;2.145;9;
2002;48;50000000.0;0.0;18.06.2018;88;2.145;9;
2003;610;207400000.0;0.0;18.06.2018;88;2.145;9;
2004;669;0.0;20700000.0;18.06.2018;88;2.145;9;
2005;576;0.0;55000000.0;18.06.2018;88;2.145;9;
2006;2067;0.0;17800000.0;18.06.2018;88;2.145;9;
2007;856;0.0;10000000.0;18.06.2018;88;2.145;9;
2008;1638;8200000.0;0.0;18.06.2018;88;2.1775;9;
2009;1637;15300000.0;0.0;18.06.2018;88;2.1775;9;
2010;959;40800000.0;0.0;19.06.2018;89;2.1775;9;
2011;437;38000000.0;0.0;19.06.2018;89;2.1775;9;
2012;1150;0.0;6000000.0;18.06.2018;88;2.1775;9;
2013;2098;11000000.0;0.0;19.06.2018;89;2.1775;9;
2014;1005;10900000.0;0.0;19.06.2018;89;2.1775;9;
2015;1203;16400000.0;0.0;18.06.2018;88;2.1775;9;
2016;1179;0.0;5600000.0;18.06.2018;88;2.1775;9;
2017;958;96200000.0;0.0;19.06.2018;89;2.1775;9;
2018;1167;0.0;55000000.0;18.06.2018;88;2.1775;9;
2019;1125;0.0;10000000.0;18.06.2018;88;2.1775;9;
2020;1126;0.0;20900000.0;18.06.2018;88;2.1775;9;
2021;1127;0.0;20900000.0;18.06.2018;88;2.1775;9;
2022;317;0.0;21100000.0;18.06.2018;88;2.1775;9;
2023;319;50000000.0;0.0;19.06.2018;89;2.1775;9;
2024;318;0.0;18000000.0;18.06.2018;88;2.1775;9;
2025;1452;12000000.0;0.0;18.06.2018;88;2.1775;9;
2026;1926;0.0;31000000.0;18.06.2018;88;2.1775;9;
2027;1227;0.0;12200000.0;19.06.2018;89;2.1775;9;
2028;1927;21900000.0;0.0;19.06.2018;89;2.1775;9;
2029;1974;0.0;102300000.0;18.06.2018;88;2.1775;9;
2030;479;10300000.0;0.0;18.06.2018;88;2.1775;9;
2031;498;20700000.0;0.0;19.06.2018;89;2.1775;9;
2032;514;0.0;29400000.0;18.06.2018;88;2.1775;9;
2033;399;5400000.0;0.0;18.06.2018;88;2.1775;9;
2034;2097;4500000.0;0.0;19.06.2018;89;2.1775;9;
2035;1470;0.0;27000000.0;18.06.2018;88;2.1775;9;
2036;1469;200500000.0;0.0;18.06.2018;88;2.1775;9;
2037;1399;0.0;21100000.0;18.06.2018;88;2.1775;9;
2038;359;102000000.0;0.0;18.06.2018;88;2.1775;9;
2039;1582;0.0;20900000.0;18.06.2018;88;2.1775;9;
2040;1887;0.0;10000000.0;18.06.2018;88;2.1775;9;
2041;1872;27000000.0;0.0;18.06.2018;88;2.1775;9;
2042;1873;0.0;43700000.0;18.06.2018;88;2.1775;9;
2043;1507;40100000.0;0.0;18.06.2018;88;2.1775;9;
2044;156;0.0;27000000.0;18.06.2018;88;2.1775;9;
2045;7;14400000.0;0.0;18.06.2018;88;2.1775;9;3.0
2046;35;0.0;127500000.0;18.06.2018;88;2.1775;9;
2047;154;0.0;185600000.0;18.06.2018;88;2.1775;9;
2048;1581;0.0;12000000.0;19.06.2018;89;2.1775;9;
2049;155;10000000.0;0.0;18.06.2018;88;2.1775;9;
2050;1830;0.0;10200000.0;19.06.2018;89;2.1775;9;
2051;2132;0.0;10400000.0;19.06.2018;89;2.1775;9;
2052;376;43400000.0;0.0;18.06.2018;88;2.1775;9;
2053;179;0.0;100000000.0;19.06.2018;89;2.1775;9;
2054;1513;10300000.0;0.0;18.06.2018;88;2.1775;9;
2055;2101;86500000.0;0.0;18.06.2018;88;2.1775;9;
2056;1430;0.0;31200000.0;19.06.2018;89;2.1775;9;
2057;278;10900000.0;0.0;19.06.2018;89;2.1775;9;
2058;279;10900000.0;0.0;19.06.2018;89;2.1775;9;
2059;1904;5500000.0;0.0;18.06.2018;88;2.1775;9;
2060;1905;0.0;10300000.0;18.06.2018;88;2.1775;9;
2061;1299;10400000.0;0.0;19.06.2018;89;2.1775;9;
2062;1300;76000000.0;0.0;19.06.2018;89;2.1775;9;
2063;1957;0.0;51500000.0;18.06.2018;88;2.1775;9;
2064;1946;0.0;25600000.0;18.06.2018;88;2.1775;9;
2065;1958;30900000.0;0.0;19.06.2018;89;2.1775;9;
2066;927;0.0;55000000.0;19.06.2018;89;2.1775;9;
2067;926;12500000.0;0.0;19.06.2018;89;2.1775;9;
2068;178;18000000.0;0.0;18.06.2018;88;2.1775;9;
2069;648;0.0;20700000.0;18.06.2018;88;2.1775;9;
2070;743;10000000.0;0.0;19.06.2018;89;2.1775;9;
2071;776;53100000.0;0.0;18.06.2018;88;2.1775;9;
2072;612;20800000.0;0.0;19.06.2018;89;2.1775;9;
2073;633;25600000.0;0.0;18.06.2018;88;2.1775;9;
2074;742;0.0;19100000.0;19.06.2018;89;2.1775;9;
2075;775;0.0;20500000.0;18.06.2018;88;2.1775;9;
2076;745;22000000.0;0.0;19.06.2018;89;2.1775;9;
2077;744;8800000.0;0.0;19.06.2018;89;2.1775;9;
2078;634;11000000.0;0.0;19.06.2018;89;2.1775;9;
2079;436;0.0;15500000.0;18.06.2018;88;2.1775;9;
2080;847;18000000.0;0.0;18.06.2018;88;2.1775;9;
2081;870;22000000.0;0.0;19.06.2018;89;2.1775;9;
2082;858;20000000.0;0.0;18.06.2018;88;2.1775;9;
2083;1793;0.0;204000000.0;19.06.2018;89;2.1775;9;
2084;1794;0.0;10200000.0;19.06.2018;89;2.1775;9;
2085;177;21100000.0;0.0;18.06.2018;88;2.1775;9;
2086;1718;180000000.0;0.0;18.06.2018;88;2.1775;9;
2087;1171;0.0;20000000.0;27.04.2018;36;2.1841;10;
2088;1482;0.0;22743.97;23.04.2018;32;2.196;10;
2089;1795;0.0;20400000.0;20.06.2018;90;2.2018;11;
2090;1833;10200000.0;0.0;20.06.2018;90;2.2018;11;
2091;1832;29500000.0;0.0;20.06.2018;90;2.2018;11;
2092;1831;20400000.0;0.0;20.06.2018;90;2.2018;11;
2093;1772;0.0;20900000.0;20.06.2018;90;2.2018;11;
2094;1204;28000000.0;0.0;20.06.2018;90;2.2018;11;
2095;1229;16300000.0;0.0;20.06.2018;90;2.2018;11;
2096;1230;0.0;100800000.0;20.06.2018;90;2.2018;11;
2097;1215;25000000.0;0.0;20.06.2018;90;2.2018;11;
2098;1228;0.0;10200000.0;20.06.2018;90;2.2018;11;
2099;2099;0.0;11000000.0;20.06.2018;90;2.2018;11;
2100;400;10900000.0;0.0;20.06.2018;90;2.2018;11;
2101;960;0.0;20400000.0;20.06.2018;90;2.2018;11;
2102;929;0.0;12000000.0;20.06.2018;90;2.2018;11;
2103;1008;8300000.0;0.0;20.06.2018;90;2.2018;11;
2104;232;0.0;22000000.0;20.06.2018;90;2.2018;11;
2105;1585;110300000.0;0.0;20.06.2018;90;2.2018;11;
2106;1584;0.0;208800000.0;20.06.2018;90;2.2018;11;
2107;1583;14600000.0;0.0;20.06.2018;90;2.2018;11;
2108;1796;14300000.0;0.0;20.06.2018;90;2.2018;11;
2109;1889;0.0;200000000.0;20.06.2018;90;2.2018;11;
2110;1888;10000000.0;0.0;20.06.2018;90;2.2018;11;
2111;218;21300000.0;0.0;20.06.2018;90;2.2018;11;
2112;524;103100000.0;0.0;21.06.2018;91;2.2225;11;
2113;928;25000000.0;0.0;21.06.2018;91;2.2225;11;
2114;1080;0.0;25000000.0;21.06.2018;91;2.2225;11;
2115;1989;0.0;30800000.0;21.06.2018;91;2.2225;11;
2116;1975;106000000.0;0.0;21.06.2018;91;2.2225;11;
2117;1006;11000000.0;0.0;21.06.2018;91;2.2225;11;
2118;1079;0.0;20400000.0;21.06.2018;91;2.2225;11;
2119;157;15100000.0;0.0;21.06.2018;91;2.2225;11;
2120;1834;40800000.0;0.0;21.06.2018;91;2.2225;11;
2121;320;15000000.0;0.0;21.06.2018;91;2.2225;11;
2122;1472;15500000.0;0.0;21.06.2018;91;2.2225;11;
2123;1128;0.0;16700000.0;21.06.2018;91;2.2225;11;
2124;448;0.0;21300000.0;21.06.2018;91;2.2225;11;
2125;1232;20400000.0;0.0;21.06.2018;91;2.2225;11;
2126;1890;16700000.0;0.0;21.06.2018;91;2.2225;11;
2127;181;10000000.0;0.0;21.06.2018;91;2.2225;11;
2128;180;10000000.0;0.0;21.06.2018;91;2.2225;11;
2129;613;0.0;15000000.0;21.06.2018;91;2.2225;11;
2130;545;0.0;204000000.0;21.06.2018;91;2.2225;11;
2131;746;0.0;25000000.0;21.06.2018;91;2.2225;11;
2132;1231;20400000.0;0.0;21.06.2018;91;2.2225;11;
2133;462;0.0;20600000.0;21.06.2018;91;2.2225;11;
2134;515;0.0;30800000.0;21.06.2018;91;2.2225;11;
2135;1436;12400000.0;0.0;21.06.2018;91;2.2225;11;
2136;1205;0.0;16000000.0;21.06.2018;91;2.2225;11;
2137;49;0.0;54200000.0;21.06.2018;91;2.2225;11;
2138;1431;21300000.0;0.0;21.06.2018;91;2.2225;11;
2139;246;0.0;20000000.0;21.06.2018;91;2.2225;11;
2140;539;18000000.0;0.0;22.06.2018;92;2.2481;11;
2141;449;21300000.0;0.0;22.06.2018;92;2.2481;11;
2142;1357;0.0;87921000.0;18.06.2018;88;2.31;11;
2143;1792;70000000.0;0.0;15.06.2018;85;2.3375;11;
2144;1516;0.0;40000000.0;31.05.2018;70;2.5394;12;
2145;891;40000000.0;0.0;31.05.2018;70;2.5394;12;
2146;800;40000000.0;0.0;31.05.2018;70;2.5442;12;
2147;1484;26598.02;0.0;30.04.2018;39;2.75;13;
2148;1485;26524.42;0.0;08.05.2018;47;2.75;13;
2149;1483;0.0;53359.31;24.04.2018;33;2.75;13;
2150;1486;0.0;26524.42;08.05.2018;47;2.75;13;
2151;1491;8842.28;0.0;21.05.2018;60;2.85;13;
2152;1714;0.0;905331.69;27.04.2018;36;3.0;14;
2153;880;0.0;401274.24;30.04.2018;39;3.0;14;
2154;1713;0.0;375731.11;27.04.2018;36;3.0;14;
2155;1488;0.0;9673.1;29.05.2018;68;3.0;15;
2156;1487;0.0;8918.16;21.05.2018;60;3.0;15;
2157;1490;0.0;11271.33;19.06.2018;89;3.0;15;
2158;1489;0.0;10273.31;05.06.2018;75;3.0;15;
2159;2053;0.0;427.07;27.04.2018;36;3.0;16;
2160;2054;0.0;68303.99;27.04.2018;36;3.0;16;
2161;650;0.0;15.05;05.06.2018;75;3.1625;17;
2162;649;14031.34;0.0;05.06.2018;75;3.1625;17;
2163;931;11118871.39;0.0;24.04.2018;33;3.416;22;
2164;2052;0.0;125450000.0;15.05.2018;54;3.6;18;
2165;1709;0.0;5418259.76;30.04.2018;39;3.723;18;
2166;935;0.0;1023628.17;27.04.2018;36;4.0;19;
2167;933;0.0;146281.04;27.04.2018;36;4.0;19;
2168;934;0.0;479998.07;30.04.2018;39;4.0;19;
2169;930;1479990.43;0.0;30.04.2018;39;4.375;23;
2170;932;0.0;5897734.37;07.05.2018;46;6.375;24;
2171;1711;678172.92;0.0;29.05.2018;68;6.875;20;
2172;1712;0.0;851826.28;29.05.2018;68;6.875;20;
2173;1708;0.0;2910881.55;29.05.2018;68;7.75;25;
2174;1710;0.0;630619.9;30.04.2018;39;9.125;26;
